date,open,max,min,close
17.04.2012,1557.90000,1568.31000,1553.30000,1561.28000
18.04.2012,1561.05000,1564.59000,1481.02000,1482.25000
19.04.2012,1481.39000,1495.49000,1335.37000,1347.09000
20.04.2012,1347.08000,1403.54000,1321.72000,1366.94000
21.04.2012,1366.95000,1395.00000,1364.90000,1375.78000
22.04.2012,1375.88000,1401.99000,1336.34000,1390.07000
23.04.2012,1390.05000,1425.03000,1385.71000,1403.48000
24.04.2012,1408.24000,1439.03000,1403.82000,1425.89000
25.04.2012,1425.88000,1432.68000,1404.95000,1412.65000
26.04.2012,1412.71000,1434.05000,1412.21000,1431.39000
27.04.2012,1431.27000,1469.15000,1426.98000,1467.63000
28.04.2012,1467.55000,1485.26000,1447.81000,1461.02000
29.04.2012,1466.36000,1478.72000,1462.17000,1475.30000
30.04.2012,1475.24000,1480.07000,1461.03000,1476.28000
01.05.2012,1476.26000,1477.98000,1440.35000,1457.48000
02.05.2012,1457.13000,1473.83000,1448.74000,1466.76000
03.05.2012,1466.71000,1487.99000,1456.02000,1470.38000
04.05.2012,1470.16000,1478.85000,1464.42000,1469.01000
05.05.2012,1468.98000,1470.55000,1441.29000,1452.33000
06.05.2012,1452.26000,1476.64000,1447.58000,1473.69000
07.05.2012,1473.69000,1476.23000,1453.29000,1457.90000
08.05.2012,1457.74000,1462.09000,1419.58000,1447.29000
09.05.2012,1449.01000,1449.01000,1425.86000,1430.23000
10.05.2012,1430.18000,1445.45000,1421.14000,1425.08000
11.05.2012,1425.05000,1430.69000,1388.63000,1392.61000
12.05.2012,1392.60000,1398.20000,1369.57000,1385.34000
13.05.2012,1385.30000,1392.96000,1355.18000,1358.80000
14.05.2012,1363.60000,1399.07000,1337.85000,1359.02000
15.05.2012,1393.79000,1401.45000,1359.59000,1375.99000
16.05.2012,1373.91000,1414.04000,1354.34000,1369.89000
17.05.2012,1368.52000,1398.29000,1356.61000,1390.65000
18.05.2012,1390.79000,1398.15000,1382.33000,1385.76000
19.05.2012,1388.32000,1396.58000,1384.19000,1394.97000
20.05.2012,1393.83000,1402.06000,1373.63000,1380.50000
21.05.2012,1380.56000,1395.16000,1380.03000,1393.50000
22.05.2012,1393.50000,1417.97000,1388.75000,1413.21000
23.05.2012,1413.17000,1421.84000,1384.82000,1387.55000
24.05.2012,1387.66000,1416.95000,1387.56000,1410.49000
25.05.2012,1410.48000,1415.03000,1388.82000,1399.20000
26.05.2012,1398.82000,1410.58000,1394.68000,1403.07000
27.05.2012,1402.61000,1423.79000,1391.67000,1413.30000
28.05.2012,1413.23000,1417.89000,1377.72000,1382.26000
29.05.2012,1383.21000,1388.90000,1376.07000,1386.15000
30.05.2012,1385.96000,1387.50000,1365.76000,1377.86000
31.05.2012,1377.69000,1394.44000,1373.78000,1388.59000
01.06.2012,1388.17000,1394.79000,1374.41000,1385.72000
02.06.2012,1385.45000,1392.22000,1378.36000,1390.09000
03.06.2012,1390.96000,1391.84000,1380.44000,1385.03000
04.06.2012,1385.00000,1385.97000,1361.08000,1367.36000
05.06.2012,1367.11000,1376.43000,1349.04000,1350.87000
06.06.2012,1350.82000,1351.87000,1275.97000,1284.37000
07.06.2012,1284.24000,1302.33000,1269.26000,1295.48000
08.06.2012,1297.38000,1301.42000,1275.98000,1281.72000
09.06.2012,1281.78000,1289.54000,1271.60000,1277.35000
10.06.2012,1276.98000,1277.90000,1221.62000,1226.13000
11.06.2012,1225.81000,1244.57000,1196.75000,1200.27000
12.06.2012,1200.00000,1235.27000,1180.10000,1234.95000
13.06.2012,1233.51000,1261.77000,1225.11000,1252.40000
14.06.2012,1251.93000,1267.36000,1239.54000,1243.23000
15.06.2012,1242.82000,1259.92000,1236.72000,1252.39000
16.06.2012,1252.17000,1257.74000,1244.73000,1249.54000
17.06.2012,1249.45000,1250.60000,1208.00000,1222.91000
18.06.2012,1222.28000,1238.78000,1215.55000,1236.78000
19.06.2012,1236.48000,1260.29000,1233.47000,1251.23000
20.06.2012,1251.19000,1265.90000,1243.85000,1259.64000
21.06.2012,1259.00000,1298.79000,1258.86000,1285.74000
22.06.2012,1285.74000,1288.44000,1267.84000,1285.33000
23.06.2012,1284.77000,1294.77000,1274.11000,1284.59000
24.06.2012,1284.11000,1295.63000,1277.06000,1291.81000
25.06.2012,1291.51000,1300.55000,1270.02000,1275.66000
26.06.2012,1275.47000,1288.61000,1274.10000,1283.82000
27.06.2012,1283.65000,1297.90000,1281.48000,1295.69000
28.06.2012,1296.94000,1339.38000,1295.97000,1335.59000
29.06.2012,1335.24000,1346.70000,1326.70000,1344.92000
30.06.2012,1344.71000,1347.72000,1313.16000,1322.06000
01.07.2012,1321.62000,1337.78000,1308.92000,1333.57000
02.07.2012,1333.44000,1340.69000,1312.29000,1333.07000
03.07.2012,1333.13000,1338.28000,1322.83000,1328.05000
04.07.2012,1328.05000,1329.96000,1316.98000,1326.13000
05.07.2012,1325.82000,1339.45000,1305.78000,1324.81000
06.07.2012,1324.48000,1331.02000,1307.63000,1309.97000
07.07.2012,1309.56000,1318.41000,1283.06000,1312.44000
08.07.2012,1312.55000,1320.71000,1297.40000,1302.74000
09.07.2012,1302.76000,1306.95000,1279.10000,1282.84000
10.07.2012,1282.62000,1289.36000,1272.74000,1287.27000
11.07.2012,1287.22000,1314.29000,1282.78000,1312.83000
12.07.2012,1312.71000,1317.23000,1305.06000,1314.25000
13.07.2012,1315.19000,1343.88000,1314.83000,1338.21000
14.07.2012,1337.60000,1341.31000,1318.76000,1321.42000
15.07.2012,1321.13000,1336.31000,1316.01000,1335.84000
16.07.2012,1335.57000,1370.03000,1318.69000,1365.98000
17.07.2012,1365.62000,1379.54000,1357.67000,1376.59000
18.07.2012,1378.63000,1384.41000,1362.31000,1365.66000
19.07.2012,1365.62000,1377.57000,1352.09000,1370.96000
20.07.2012,1370.89000,1379.00000,1359.71000,1366.45000
21.07.2012,1366.82000,1381.73000,1354.94000,1375.75000
22.07.2012,1376.06000,1399.91000,1368.44000,1397.66000
23.07.2012,1398.58000,1406.75000,1389.36000,1404.30000
24.07.2012,1404.61000,1423.70000,1395.41000,1414.81000
25.07.2012,1415.62000,1433.60000,1413.21000,1417.24000
26.07.2012,1417.91000,1418.16000,1402.40000,1407.44000
27.07.2012,1407.28000,1411.13000,1392.05000,1394.84000
28.07.2012,1393.28000,1398.11000,1373.63000,1390.34000
29.07.2012,1391.17000,1416.26000,1384.31000,1412.13000
30.07.2012,1411.43000,1414.91000,1384.61000,1391.46000
31.07.2012,1391.12000,1399.68000,1364.73000,1367.17000
01.08.2012,1366.69000,1393.40000,1359.36000,1391.04000
02.08.2012,1390.99000,1394.30000,1381.90000,1386.59000
03.08.2012,1386.80000,1390.91000,1357.70000,1363.43000
04.08.2012,1363.60000,1368.56000,1356.49000,1364.98000
05.08.2012,1365.61000,1366.11000,1320.50000,1321.15000
06.08.2012,1321.20000,1330.72000,1304.84000,1326.13000
07.08.2012,1335.04000,1335.04000,1303.01000,1312.63000
08.08.2012,1312.09000,1323.77000,1306.07000,1310.33000
09.08.2012,1310.32000,1367.51000,1291.68000,1363.61000
10.08.2012,1364.47000,1375.10000,1358.57000,1365.99000
11.08.2012,1365.63000,1368.20000,1324.68000,1325.60000
12.08.2012,1326.29000,1331.78000,1313.30000,1322.38000
13.08.2012,1321.01000,1329.10000,1305.56000,1323.02000
14.08.2012,1323.65000,1338.00000,1316.39000,1333.97000
15.08.2012,1332.69000,1339.22000,1318.75000,1323.69000
16.08.2012,1323.15000,1343.91000,1319.58000,1336.41000
17.08.2012,1341.11000,1352.28000,1322.52000,1328.60000
18.08.2012,1327.50000,1337.50000,1282.23000,1287.48000
19.08.2012,1287.33000,1323.63000,1277.85000,1315.75000
20.08.2012,1315.79000,1322.46000,1299.82000,1316.43000
21.08.2012,1316.61000,1325.36000,1305.39000,1310.35000
22.08.2012,1311.67000,1328.73000,1308.30000,1322.87000
23.08.2012,1322.55000,1330.03000,1315.57000,1318.90000
24.08.2012,1319.34000,1321.83000,1294.43000,1305.43000
25.08.2012,1306.56000,1311.66000,1281.61000,1287.32000
26.08.2012,1284.59000,1294.41000,1260.93000,1271.96000
27.08.2012,1276.45000,1289.97000,1268.37000,1272.16000
28.08.2012,1273.62000,1287.93000,1251.54000,1281.82000
29.08.2012,1281.24000,1288.25000,1268.98000,1282.08000
30.08.2012,1281.28000,1324.29000,1274.19000,1320.07000
31.08.2012,1318.86000,1326.91000,1311.37000,1315.75000
01.09.2012,1315.96000,1323.96000,1313.00000,1315.78000
02.09.2012,1314.54000,1344.66000,1309.91000,1339.87000
03.09.2012,1339.59000,1342.17000,1329.04000,1332.90000
04.09.2012,1331.68000,1351.92000,1330.08000,1346.28000
05.09.2012,1346.44000,1355.67000,1335.99000,1350.33000
06.09.2012,1353.43000,1361.67000,1346.35000,1352.33000
07.09.2012,1352.41000,1360.32000,1339.95000,1344.74000
08.09.2012,1344.27000,1359.45000,1334.37000,1344.21000
09.09.2012,1341.65000,1343.04000,1318.91000,1322.78000
10.09.2012,1322.57000,1327.23000,1305.95000,1315.62000
11.09.2012,1313.71000,1322.37000,1311.00000,1314.42000
12.09.2012,1313.86000,1319.65000,1305.37000,1311.42000
13.09.2012,1311.62000,1321.98000,1308.97000,1317.48000
14.09.2012,1317.42000,1325.85000,1296.44000,1307.26000
15.09.2012,1307.50000,1313.61000,1280.97000,1288.45000
16.09.2012,1288.72000,1288.76000,1279.08000,1282.53000
17.09.2012,1281.86000,1285.18000,1261.23000,1267.65000
18.09.2012,1265.87000,1284.05000,1265.64000,1281.36000
19.09.2012,1281.23000,1294.23000,1278.15000,1286.80000
20.09.2012,1287.12000,1291.11000,1280.22000,1289.91000
21.09.2012,1289.27000,1289.45000,1269.87000,1275.01000
22.09.2012,1275.57000,1278.75000,1269.00000,1275.30000
23.09.2012,1275.25000,1276.26000,1240.97000,1243.84000
24.09.2012,1243.77000,1250.33000,1236.53000,1242.72000
25.09.2012,1242.69000,1248.87000,1239.49000,1243.09000
26.09.2012,1242.30000,1253.68000,1226.17000,1251.08000
27.09.2012,1251.13000,1257.84000,1239.57000,1242.58000
28.09.2012,1242.56000,1254.52000,1236.17000,1237.56000
29.09.2012,1237.47000,1245.68000,1234.45000,1244.61000
30.09.2012,1244.61000,1254.71000,1240.64000,1250.97000
01.10.2012,1250.74000,1250.74000,1217.77000,1219.49000
02.10.2012,1219.49000,1226.07000,1215.11000,1223.05000
03.10.2012,1223.05000,1251.39000,1211.62000,1243.26000
04.10.2012,1243.26000,1243.40000,1216.95000,1224.87000
05.10.2012,1224.83000,1244.29000,1212.10000,1228.56000
06.10.2012,1230.24000,1242.99000,1225.15000,1240.00000
07.10.2012,1239.99000,1267.68000,1237.83000,1261.80000
08.10.2012,1261.88000,1263.22000,1250.94000,1251.90000
09.10.2012,1251.95000,1256.86000,1223.77000,1225.16000
10.10.2012,1225.09000,1238.52000,1220.44000,1238.25000
11.10.2012,1237.81000,1251.84000,1227.67000,1240.85000
12.10.2012,1240.91000,1247.96000,1227.29000,1230.65000
13.10.2012,1230.56000,1244.47000,1215.99000,1217.90000
14.10.2012,1217.88000,1226.48000,1187.13000,1188.27000
15.10.2012,1188.21000,1207.44000,1186.80000,1202.91000
16.10.2012,1202.70000,1206.07000,1192.50000,1198.29000
17.10.2012,1198.29000,1205.44000,1193.71000,1203.91000
18.10.2012,1203.93000,1215.72000,1200.86000,1210.29000
19.10.2012,1210.31000,1218.91000,1208.80000,1212.12000
20.10.2012,1213.62000,1216.09000,1194.71000,1196.22000
21.10.2012,1196.19000,1214.49000,1182.32000,1204.74000
22.10.2012,1203.74000,1230.72000,1203.04000,1224.03000
23.10.2012,1224.03000,1240.11000,1221.59000,1236.03000
24.10.2012,1236.82000,1248.34000,1219.60000,1237.59000
25.10.2012,1237.65000,1245.19000,1225.10000,1231.81000
26.10.2012,1231.80000,1232.39000,1218.36000,1225.65000
27.10.2012,1225.63000,1231.37000,1223.43000,1227.73000
28.10.2012,1227.69000,1248.79000,1227.08000,1247.73000
29.10.2012,1247.73000,1254.96000,1243.54000,1252.81000
30.10.2012,1252.81000,1255.22000,1241.54000,1244.93000
31.10.2012,1244.93000,1245.04000,1234.15000,1241.65000
01.11.2012,1241.65000,1245.16000,1236.22000,1242.04000
02.11.2012,1242.17000,1254.81000,1237.64000,1253.85000
03.11.2012,1253.04000,1262.15000,1252.56000,1254.65000
04.11.2012,1254.64000,1255.60000,1235.57000,1241.17000
05.11.2012,1241.13000,1243.45000,1235.73000,1236.81000
06.11.2012,1236.93000,1265.37000,1231.45000,1263.71000
07.11.2012,1263.74000,1272.42000,1256.91000,1269.22000
08.11.2012,1269.83000,1278.89000,1251.90000,1256.59000
09.11.2012,1256.71000,1261.52000,1249.17000,1256.64000
10.11.2012,1256.49000,1270.08000,1248.22000,1267.10000
11.11.2012,1267.54000,1268.24000,1237.90000,1243.46000
12.11.2012,1243.29000,1254.79000,1238.43000,1243.87000
13.11.2012,1242.55000,1266.16000,1240.74000,1257.20000
14.11.2012,1257.08000,1260.86000,1247.17000,1254.32000
15.11.2012,1254.27000,1274.28000,1252.26000,1257.54000
16.11.2012,1257.49000,1266.75000,1252.70000,1257.85000
17.11.2012,1257.74000,1271.36000,1254.72000,1267.19000
18.11.2012,1265.22000,1277.74000,1264.81000,1274.46000
19.11.2012,1274.49000,1293.74000,1273.43000,1290.93000
20.11.2012,1291.04000,1296.24000,1283.86000,1290.78000
21.11.2012,1290.66000,1302.79000,1286.09000,1302.52000
22.11.2012,1302.29000,1321.07000,1299.65000,1318.05000
23.11.2012,1318.63000,1329.69000,1318.63000,1328.35000
24.11.2012,1330.20000,1331.97000,1312.47000,1321.59000
25.11.2012,1320.82000,1322.71000,1308.69000,1311.15000
26.11.2012,1311.22000,1324.92000,1307.28000,1322.77000
27.11.2012,1322.76000,1328.33000,1316.22000,1324.07000
28.11.2012,1325.03000,1338.86000,1318.63000,1336.67000
29.11.2012,1336.55000,1343.52000,1328.76000,1340.30000
30.11.2012,1340.25000,1345.25000,1322.29000,1330.36000
01.12.2012,1330.32000,1336.04000,1323.77000,1330.92000
02.12.2012,1331.00000,1333.18000,1319.65000,1326.11000
03.12.2012,1332.11000,1354.67000,1330.58000,1350.19000
04.12.2012,1350.19000,1352.48000,1331.15000,1334.16000
05.12.2012,1334.10000,1341.69000,1332.52000,1336.52000
06.12.2012,1336.44000,1353.41000,1331.03000,1350.50000
07.12.2012,1350.50000,1352.82000,1328.86000,1340.25000
08.12.2012,1339.90000,1344.54000,1327.85000,1337.19000
09.12.2012,1339.16000,1352.52000,1337.66000,1348.79000
10.12.2012,1348.79000,1370.81000,1345.31000,1366.16000
11.12.2012,1366.65000,1374.90000,1364.41000,1369.97000
12.12.2012,1369.75000,1387.87000,1367.70000,1382.54000
13.12.2012,1382.17000,1392.01000,1361.76000,1366.50000
14.12.2012,1366.50000,1367.35000,1350.46000,1354.47000
15.12.2012,1355.30000,1359.57000,1327.60000,1328.21000
16.12.2012,1330.68000,1334.47000,1320.39000,1327.26000
17.12.2012,1328.69000,1342.27000,1327.84000,1334.06000
18.12.2012,1334.04000,1334.88000,1307.86000,1308.06000
19.12.2012,1308.50000,1317.23000,1305.47000,1310.71000
20.12.2012,1310.74000,1316.25000,1298.56000,1304.10000
21.12.2012,1304.36000,1306.70000,1289.02000,1290.60000
22.12.2012,1290.63000,1298.64000,1285.49000,1295.06000
23.12.2012,1293.52000,1298.42000,1282.34000,1283.69000
24.12.2012,1283.75000,1287.92000,1277.52000,1278.63000
25.12.2012,1278.66000,1294.39000,1278.15000,1289.55000
26.12.2012,1289.59000,1293.81000,1281.52000,1286.46000
27.12.2012,1286.32000,1306.61000,1284.11000,1303.83000
28.12.2012,1303.85000,1303.98000,1295.54000,1296.98000
29.12.2012,1297.05000,1314.21000,1296.25000,1308.33000
30.12.2012,1308.29000,1314.90000,1300.70000,1311.54000
31.12.2012,1311.43000,1324.29000,1310.66000,1318.60000
01.01.2013,1318.49000,1323.78000,1313.92000,1318.19000
02.01.2013,1318.19000,1331.07000,1318.19000,1327.65000
03.01.2013,1327.58000,1328.08000,1285.88000,1302.38000
04.01.2013,1302.09000,1306.93000,1293.37000,1302.23000
05.01.2013,1302.17000,1304.06000,1292.99000,1294.98000
06.01.2013,1294.91000,1295.11000,1294.12000,1294.28000
07.01.2013,1298.05000,1301.77000,1281.76000,1289.45000
08.01.2013,1289.47000,1292.76000,1276.54000,1283.48000
09.01.2013,1283.42000,1288.91000,1280.76000,1283.63000
10.01.2013,1283.49000,1298.51000,1268.33000,1293.05000
11.01.2013,1292.97000,1304.93000,1290.31000,1302.57000
12.01.2013,1302.65000,1306.35000,1291.92000,1296.35000
13.01.2013,1296.13000,1301.27000,1286.04000,1295.60000
14.01.2013,1295.62000,1298.06000,1284.77000,1291.16000
15.01.2013,1291.29000,1292.68000,1277.19000,1284.02000
16.01.2013,1283.99000,1304.58000,1273.59000,1299.94000
17.01.2013,1299.95000,1315.43000,1299.42000,1309.89000
18.01.2013,1309.95000,1313.93000,1304.13000,1307.60000
19.01.2013,1307.62000,1314.35000,1286.44000,1289.64000
20.01.2013,1289.65000,1295.18000,1284.84000,1289.25000
21.01.2013,1289.18000,1294.26000,1285.30000,1288.48000
22.01.2013,1289.47000,1303.74000,1278.21000,1295.67000
23.01.2013,1295.59000,1298.64000,1288.98000,1293.34000
24.01.2013,1293.31000,1308.85000,1291.46000,1305.66000
25.01.2013,1305.68000,1307.01000,1290.80000,1295.88000
26.01.2013,1295.85000,1298.05000,1287.61000,1293.15000
27.01.2013,1292.75000,1305.25000,1289.23000,1292.79000
28.01.2013,1292.72000,1296.87000,1285.76000,1293.83000
29.01.2013,1293.83000,1296.07000,1283.48000,1291.71000
30.01.2013,1291.51000,1303.63000,1290.01000,1293.82000
31.01.2013,1293.73000,1295.45000,1286.58000,1292.16000
01.02.2013,1292.73000,1294.92000,1290.77000,1292.49000
02.02.2013,1292.19000,1293.25000,1264.23000,1264.54000
03.02.2013,1264.54000,1267.06000,1255.81000,1257.80000
04.02.2013,1257.82000,1260.96000,1251.36000,1255.35000
05.02.2013,1255.35000,1260.26000,1242.11000,1249.12000
06.02.2013,1249.98000,1250.74000,1240.95000,1243.58000
07.02.2013,1243.51000,1247.60000,1240.34000,1244.72000
08.02.2013,1244.66000,1248.78000,1242.73000,1243.60000
09.02.2013,1243.57000,1257.40000,1240.99000,1253.33000
10.02.2013,1253.25000,1257.61000,1245.79000,1252.91000
11.02.2013,1252.47000,1256.87000,1251.39000,1252.09000
12.02.2013,1251.89000,1263.47000,1250.14000,1259.57000
13.02.2013,1259.49000,1265.14000,1257.72000,1260.78000
14.02.2013,1260.69000,1274.71000,1259.78000,1273.01000
15.02.2013,1272.99000,1277.79000,1270.66000,1276.59000
16.02.2013,1276.31000,1284.77000,1270.52000,1271.63000
17.02.2013,1271.57000,1273.15000,1258.54000,1270.38000
18.02.2013,1270.40000,1278.46000,1266.11000,1277.38000
19.02.2013,1277.39000,1321.40000,1275.85000,1320.00000
20.02.2013,1319.73000,1321.89000,1306.39000,1314.85000
21.02.2013,1313.48000,1318.36000,1309.79000,1317.12000
22.02.2013,1317.11000,1325.87000,1313.68000,1317.94000
23.02.2013,1317.92000,1324.72000,1307.74000,1318.89000
24.02.2013,1318.88000,1319.65000,1306.18000,1316.28000
25.02.2013,1316.26000,1322.09000,1312.46000,1315.77000
26.02.2013,1315.99000,1329.33000,1310.25000,1327.09000
27.02.2013,1326.99000,1333.09000,1323.62000,1326.04000
28.02.2013,1326.03000,1331.94000,1321.20000,1326.50000
01.03.2013,1326.62000,1327.35000,1308.28000,1319.21000
02.03.2013,1319.21000,1323.03000,1318.57000,1320.21000
03.03.2013,1320.19000,1320.65000,1311.31000,1319.59000
04.03.2013,1319.60000,1325.00000,1313.36000,1319.42000
05.03.2013,1319.42000,1332.28000,1317.80000,1327.39000
06.03.2013,1327.39000,1345.04000,1323.14000,1335.45000
07.03.2013,1335.33000,1339.12000,1334.00000,1337.89000
08.03.2013,1339.10000,1339.29000,1302.44000,1306.84000
09.03.2013,1306.86000,1313.67000,1292.06000,1293.76000
10.03.2013,1293.56000,1303.58000,1292.85000,1298.85000
11.03.2013,1298.85000,1324.65000,1297.46000,1318.73000
12.03.2013,1318.73000,1324.53000,1304.40000,1310.25000
13.03.2013,1309.97000,1318.23000,1307.25000,1312.17000
14.03.2013,1312.17000,1315.72000,1301.85000,1306.18000
15.03.2013,1306.07000,1311.12000,1302.95000,1304.46000
16.03.2013,1304.32000,1305.03000,1287.50000,1293.36000
17.03.2013,1293.31000,1308.54000,1290.70000,1307.16000
18.03.2013,1307.14000,1309.08000,1301.17000,1303.84000
19.03.2013,1303.84000,1312.09000,1296.10000,1298.85000
20.03.2013,1298.85000,1303.56000,1291.70000,1295.89000
21.03.2013,1295.89000,1297.17000,1280.76000,1282.37000
22.03.2013,1282.33000,1297.12000,1279.52000,1292.95000
23.03.2013,1293.74000,1295.34000,1285.95000,1287.90000
24.03.2013,1287.82000,1293.88000,1282.38000,1288.47000
25.03.2013,1288.43000,1309.37000,1287.56000,1305.62000
26.03.2013,1305.62000,1314.69000,1301.93000,1312.23000
27.03.2013,1312.23000,1322.64000,1305.80000,1310.37000
28.03.2013,1308.58000,1311.36000,1305.06000,1308.31000
29.03.2013,1307.88000,1317.78000,1305.59000,1309.12000
30.03.2013,1308.84000,1314.91000,1304.44000,1312.63000
31.03.2013,1312.56000,1319.31000,1308.67000,1313.21000
01.04.2013,1312.55000,1315.05000,1292.36000,1304.53000
02.04.2013,1302.61000,1303.57000,1295.50000,1298.17000
03.04.2013,1298.17000,1302.25000,1293.71000,1295.46000
04.04.2013,1295.45000,1297.82000,1287.93000,1291.59000
05.04.2013,1291.59000,1291.59000,1273.00000,1276.38000
06.04.2013,1276.38000,1282.85000,1274.06000,1279.86000
07.04.2013,1280.57000,1280.76000,1274.34000,1276.59000
08.04.2013,1276.59000,1290.83000,1274.89000,1281.33000
09.04.2013,1280.72000,1287.29000,1279.96000,1282.53000
10.04.2013,1282.17000,1296.33000,1282.04000,1289.27000
11.04.2013,1289.27000,1291.26000,1283.28000,1286.69000
12.04.2013,1286.39000,1289.80000,1284.76000,1286.78000
13.04.2013,1286.52000,1287.43000,1261.94000,1265.13000
14.04.2013,1265.09000,1271.36000,1261.14000,1269.07000
15.04.2013,1269.04000,1277.20000,1260.45000,1261.49000
16.04.2013,1261.45000,1273.54000,1257.16000,1268.70000
17.04.2013,1268.43000,1271.67000,1251.36000,1255.03000
18.04.2013,1255.01000,1258.05000,1247.44000,1255.06000
19.04.2013,1255.09000,1257.68000,1243.71000,1249.41000
20.04.2013,1249.41000,1250.00000,1234.83000,1240.56000
21.04.2013,1240.44000,1241.58000,1227.41000,1229.06000
22.04.2013,1227.76000,1238.43000,1225.47000,1233.12000
23.04.2013,1233.12000,1241.83000,1231.48000,1235.24000
24.04.2013,1234.86000,1239.26000,1221.22000,1223.14000
25.04.2013,1221.92000,1227.85000,1215.75000,1224.78000
26.04.2013,1224.52000,1228.53000,1213.65000,1215.40000
27.04.2013,1215.11000,1220.34000,1208.08000,1214.72000
28.04.2013,1213.90000,1235.31000,1213.90000,1223.14000
29.04.2013,1223.14000,1225.95000,1215.50000,1216.76000
30.04.2013,1216.31000,1224.58000,1206.65000,1221.17000
01.05.2013,1221.34000,1231.21000,1212.24000,1217.57000
02.05.2013,1218.25000,1223.23000,1214.82000,1215.64000
03.05.2013,1215.64000,1220.08000,1204.33000,1207.93000
04.05.2013,1207.04000,1219.30000,1204.45000,1213.49000
05.05.2013,1213.49000,1222.35000,1208.55000,1214.14000
06.05.2013,1214.08000,1215.24000,1189.88000,1191.94000
07.05.2013,1190.85000,1208.94000,1182.86000,1206.95000
08.05.2013,1206.80000,1213.37000,1202.77000,1208.72000
09.05.2013,1208.56000,1224.10000,1204.98000,1220.80000
10.05.2013,1220.66000,1233.18000,1218.87000,1223.98000
11.05.2013,1222.87000,1225.36000,1217.21000,1222.84000
12.05.2013,1223.43000,1237.68000,1223.08000,1235.43000
13.05.2013,1236.30000,1238.08000,1230.93000,1232.33000
14.05.2013,1232.22000,1249.68000,1221.75000,1241.74000
15.05.2013,1241.53000,1245.13000,1235.34000,1238.59000
16.05.2013,1238.40000,1241.62000,1231.59000,1238.28000
17.05.2013,1238.35000,1248.55000,1234.49000,1246.43000
18.05.2013,1245.77000,1255.04000,1245.22000,1248.59000
19.05.2013,1248.59000,1249.68000,1240.41000,1240.87000
20.05.2013,1240.77000,1244.55000,1226.17000,1231.48000
21.05.2013,1231.44000,1234.23000,1228.69000,1230.23000
22.05.2013,1229.81000,1231.87000,1225.29000,1226.21000
23.05.2013,1229.54000,1235.51000,1222.39000,1228.11000
24.05.2013,1227.39000,1230.42000,1208.23000,1211.82000
25.05.2013,1210.90000,1216.57000,1195.81000,1198.41000
26.05.2013,1199.44000,1202.62000,1161.08000,1172.49000
27.05.2013,1169.71000,1173.74000,1161.43000,1165.35000
28.05.2013,1165.10000,1174.82000,1163.78000,1168.25000
29.05.2013,1168.10000,1169.59000,1137.64000,1140.53000
30.05.2013,1140.53000,1149.44000,1138.03000,1141.46000
31.05.2013,1141.38000,1178.54000,1131.68000,1176.40000
01.06.2013,1177.29000,1177.36000,1147.23000,1151.46000
02.06.2013,1151.46000,1173.14000,1146.05000,1163.85000
03.06.2013,1163.74000,1170.00000,1157.23000,1162.31000
04.06.2013,1162.31000,1167.92000,1153.82000,1162.16000
05.06.2013,1162.13000,1193.51000,1146.72000,1188.37000
06.06.2013,1186.50000,1194.17000,1181.34000,1186.37000
07.06.2013,1185.54000,1204.55000,1183.23000,1196.68000
08.06.2013,1196.78000,1202.08000,1174.98000,1182.55000
09.06.2013,1182.55000,1197.05000,1176.63000,1193.50000
10.06.2013,1193.40000,1207.70000,1186.69000,1201.26000
11.06.2013,1200.17000,1204.15000,1192.64000,1196.69000
12.06.2013,1196.59000,1202.89000,1190.29000,1200.70000
13.06.2013,1200.84000,1201.59000,1194.73000,1197.65000
14.06.2013,1197.76000,1199.59000,1185.45000,1190.62000
15.06.2013,1190.38000,1190.57000,1165.08000,1167.75000
16.06.2013,1159.30000,1221.06000,1142.58000,1211.87000
17.06.2013,1211.77000,1213.32000,1191.87000,1197.98000
18.06.2013,1197.69000,1214.96000,1194.00000,1209.32000
19.06.2013,1209.32000,1213.28000,1201.12000,1204.92000
20.06.2013,1204.71000,1207.44000,1186.09000,1191.88000
21.06.2013,1190.37000,1208.81000,1186.97000,1203.18000
22.06.2013,1203.04000,1238.15000,1199.20000,1230.64000
23.06.2013,1230.62000,1238.12000,1224.45000,1225.91000
24.06.2013,1225.76000,1232.69000,1215.73000,1227.50000
25.06.2013,1227.56000,1227.98000,1214.36000,1222.22000
26.06.2013,1221.77000,1224.07000,1190.48000,1193.00000
27.06.2013,1193.00000,1223.34000,1187.33000,1196.90000
28.06.2013,1196.90000,1202.83000,1183.44000,1189.30000
29.06.2013,1189.30000,1213.63000,1188.36000,1198.29000
30.06.2013,1197.88000,1201.13000,1193.70000,1195.27000
01.07.2013,1195.36000,1203.18000,1170.62000,1176.14000
02.07.2013,1176.14000,1184.80000,1172.37000,1176.14000
03.07.2013,1176.00000,1181.04000,1172.70000,1173.69000
04.07.2013,1176.95000,1199.00000,1176.37000,1195.33000
05.07.2013,1193.89000,1197.26000,1178.70000,1182.88000
06.07.2013,1182.88000,1210.53000,1180.53000,1200.08000
07.07.2013,1199.38000,1203.72000,1182.72000,1187.63000
08.07.2013,1183.95000,1194.81000,1166.80000,1188.65000
09.07.2013,1188.00000,1207.35000,1177.79000,1204.47000
10.07.2013,1204.41000,1223.00000,1201.49000,1218.22000
11.07.2013,1218.57000,1218.61000,1208.83000,1210.79000
