date,open,max,min,close,x,y
2013.01.31,1676.56000,1680.74000,1657.88000,1663.14000,3231,0
2013.02.01,1663.13000,1682.15000,1659.90000,1667.05000,4059,0
2013.02.04,1668.32000,1677.53000,1661.54000,1674.07000,2624,0
2013.02.05,1674.11000,1684.94000,1666.53000,1672.57000,3529,0
2013.02.06,1672.58000,1679.81000,1668.22000,1677.20000,1857,0
2013.02.07,1677.20000,1683.17000,1663.01000,1670.99000,3412,0
2013.02.08,1670.84000,1673.57000,1665.17000,1666.91000,1288,0
2013.02.11,1666.21000,1669.55000,1643.72000,1647.52000,3298,0
2013.02.12,1647.52000,1653.35000,1639.20000,1650.74000,2509,0
2013.02.13,1650.76000,1653.82000,1640.42000,1642.25000,1830,0
2013.02.14,1642.21000,1649.99000,1632.77000,1634.57000,2681,0
2013.02.15,1633.26000,1635.92000,1597.90000,1609.70000,5249,0
2013.02.18,1609.62000,1618.73000,1607.06000,1609.69000,2328,0
2013.02.19,1609.58000,1615.10000,1600.70000,1604.86000,2409,0
2013.02.20,1604.61000,1609.46000,1558.61000,1564.45000,6155,0
2013.02.21,1564.10000,1584.89000,1554.95000,1575.95000,4804,0
2013.02.22,1575.88000,1587.12000,1569.87000,1580.51000,2988,0
2013.02.25,1580.18000,1596.92000,1575.16000,1593.19000,3052,0
2013.02.26,1592.87000,1620.11000,1584.37000,1613.39000,5097,0
2013.02.27,1613.21000,1614.71000,1592.37000,1596.98000,2846,0
2013.02.28,1596.83000,1602.93000,1574.97000,1579.49000,3859,0
2013.03.01,1579.23000,1587.20000,1564.85000,1576.19000,4167,0
2013.03.04,1578.59000,1584.80000,1569.40000,1573.57000,2579,0
2013.03.05,1573.38000,1586.41000,1571.96000,1575.24000,2705,0
2013.03.06,1574.98000,1584.89000,1567.35000,1583.57000,2650,0
2013.03.07,1583.50000,1585.40000,1574.91000,1578.70000,1619,0
2013.03.08,1578.49000,1583.81000,1561.37000,1578.47000,4487,0
2013.03.11,1578.40000,1583.18000,1575.40000,1581.49000,1248,0
2013.03.12,1581.29000,1598.42000,1579.92000,1592.63000,2567,0
2013.03.13,1592.74000,1599.14000,1585.56000,1587.43000,2186,0
2013.03.14,1587.68000,1593.26000,1576.92000,1590.03000,3034,0
2013.03.15,1590.10000,1598.96000,1588.43000,1592.00000,1917,0
2013.03.18,1597.13000,1611.17000,1590.98000,1604.14000,3338,0
2013.03.19,1604.14000,1615.61000,1600.02000,1612.80000,2253,0
2013.03.20,1612.80000,1614.72000,1600.83000,1606.25000,2124,0
2013.03.21,1606.22000,1616.84000,1604.42000,1614.71000,1636,0
2013.03.22,1614.59000,1616.05000,1603.47000,1608.47000,1905,0
2013.03.25,1608.67000,1613.54000,1589.75000,1605.03000,4395,0
2013.03.26,1605.22000,1605.96000,1594.53000,1599.15000,1680,0
2013.03.27,1599.73000,1608.24000,1591.32000,1605.01000,2857,0
2013.03.28,1605.09000,1607.66000,1593.95000,1596.08000,1842,0
2013.04.01,1597.45000,1601.03000,1594.72000,1599.40000,1068,0
2013.04.02,1599.25000,1603.80000,1573.82000,1575.47000,3619,0
2013.04.03,1575.47000,1577.08000,1549.80000,1557.54000,3664,0
2013.04.04,1557.55000,1559.51000,1540.09000,1554.41000,3571,0
2013.04.05,1554.22000,1581.17000,1547.84000,1580.75000,4014,0
2013.04.08,1580.12000,1583.06000,1567.32000,1573.24000,2461,0
2013.04.09,1572.99000,1590.30000,1570.37000,1585.12000,2774,0
2013.04.10,1585.00000,1588.55000,1555.55000,1557.94000,3895,0
2013.04.11,1557.90000,1568.31000,1553.30000,1561.28000,2665,0
2013.04.12,1561.05000,1564.59000,1481.02000,1482.25000,8835,0
2013.04.15,1481.39000,1495.49000,1335.37000,1347.09000,18595,0
2013.04.16,1347.08000,1403.54000,1321.72000,1366.94000,14379,0
2013.04.17,1366.95000,1395.00000,1364.90000,1375.78000,5138,0
2013.04.18,1375.88000,1401.99000,1336.34000,1390.07000,11712,0
2013.04.19,1390.05000,1425.03000,1385.71000,1403.48000,6522,0
2013.04.22,1408.24000,1439.03000,1403.82000,1425.89000,5278,0
2013.04.23,1425.88000,1432.68000,1404.95000,1412.65000,4224,0
2013.04.24,1412.71000,1434.05000,1412.21000,1431.39000,2501,0
2013.04.25,1431.27000,1469.15000,1426.98000,1467.63000,4799,0
2013.04.26,1467.55000,1485.26000,1447.81000,1461.02000,6838,0
2013.04.29,1466.36000,1478.72000,1462.17000,1475.30000,2417,0
2013.04.30,1475.24000,1480.07000,1461.03000,1476.28000,3705,0
2013.05.01,1476.26000,1477.98000,1440.35000,1457.48000,5649,0
2013.05.02,1457.13000,1473.83000,1448.74000,1466.76000,4056,0
2013.05.03,1466.71000,1487.99000,1456.02000,1470.38000,6028,0
2013.05.06,1470.16000,1478.85000,1464.42000,1469.01000,2772,0
2013.05.07,1468.98000,1470.55000,1441.29000,1452.33000,4188,0
2013.05.08,1452.26000,1476.64000,1447.58000,1473.69000,3670,0
2013.05.09,1473.69000,1476.23000,1453.29000,1457.90000,3010,0
2013.05.10,1457.74000,1462.09000,1419.58000,1447.29000,7458,0
2013.05.13,1449.01000,1449.01000,1425.86000,1430.23000,2753,0
2013.05.14,1430.18000,1445.45000,1421.14000,1425.08000,4353,0
2013.05.15,1425.05000,1430.69000,1388.63000,1392.61000,5169,0
2013.05.16,1392.60000,1398.20000,1369.57000,1385.34000,5001,0
2013.05.17,1385.30000,1392.96000,1355.18000,1358.80000,4907,0
2013.05.20,1363.60000,1399.07000,1337.85000,1359.02000,11787,0
2013.05.21,1393.79000,1401.45000,1359.59000,1375.99000,6593,0
2013.05.22,1373.91000,1414.04000,1354.34000,1369.89000,11539,0
2013.05.23,1368.52000,1398.29000,1356.61000,1390.65000,6124,0
2013.05.24,1390.79000,1398.15000,1382.33000,1385.76000,2662,0
2013.05.27,1388.32000,1396.58000,1384.19000,1394.97000,1814,0
2013.05.28,1393.83000,1402.06000,1373.63000,1380.50000,4354,0
2013.05.29,1380.56000,1395.16000,1380.03000,1393.50000,1733,0
2013.05.30,1393.50000,1417.97000,1388.75000,1413.21000,3874,0
2013.05.31,1413.17000,1421.84000,1384.82000,1387.55000,4843,0
2013.06.03,1387.66000,1416.95000,1387.56000,1410.49000,3596,0
2013.06.04,1410.48000,1415.03000,1388.82000,1399.20000,4115,0
2013.06.05,1398.82000,1410.58000,1394.68000,1403.07000,2756,0
2013.06.06,1402.61000,1423.79000,1391.67000,1413.30000,5356,0
2013.06.07,1413.23000,1417.89000,1377.72000,1382.26000,4938,0
2013.06.10,1383.21000,1388.90000,1376.07000,1386.15000,2273,0
2013.06.11,1385.96000,1387.50000,1365.76000,1377.86000,3539,0
2013.06.12,1377.69000,1394.44000,1373.78000,1388.59000,3043,0
2013.06.13,1388.17000,1394.79000,1374.41000,1385.72000,3832,0
2013.06.14,1385.45000,1392.22000,1378.36000,1390.09000,2309,0
2013.06.17,1390.96000,1391.84000,1380.44000,1385.03000,1688,0
2013.06.18,1385.00000,1385.97000,1361.08000,1367.36000,3215,0
2013.06.19,1367.11000,1376.43000,1349.04000,1350.87000,3855,0
2013.06.20,1350.82000,1351.87000,1275.97000,1284.37000,8536,0
2013.06.21,1284.24000,1302.33000,1269.26000,1295.48000,5491,0
2013.06.24,1297.38000,1301.42000,1275.98000,1281.72000,3523,0
2013.06.25,1281.78000,1289.54000,1271.60000,1277.35000,3146,0
2013.06.26,1276.98000,1277.90000,1221.62000,1226.13000,6172,0
2013.06.27,1225.81000,1244.57000,1196.75000,1200.27000,7011,0
2013.06.28,1200.00000,1235.27000,1180.10000,1234.95000,7540,0
2013.07.01,1233.51000,1261.77000,1225.11000,1252.40000,5444,0
2013.07.02,1251.93000,1267.36000,1239.54000,1243.23000,4695,0
2013.07.03,1242.82000,1259.92000,1236.72000,1252.39000,3684,0
2013.07.04,1252.17000,1257.74000,1244.73000,1249.54000,2340,0
2013.07.05,1249.45000,1250.60000,1208.00000,1222.91000,5867,0
2013.07.08,1222.28000,1238.78000,1215.55000,1236.78000,3197,0
2013.07.09,1236.48000,1260.29000,1233.47000,1251.23000,3890,0
2013.07.10,1251.19000,1265.90000,1243.85000,1259.64000,3566,0
2013.07.11,1259.00000,1298.79000,1258.86000,1285.74000,5313,0
2013.07.12,1285.74000,1288.44000,1267.84000,1285.33000,4080,0
2013.07.15,1284.77000,1294.77000,1274.11000,1284.59000,4115,0
2013.07.16,1284.11000,1295.63000,1277.06000,1291.81000,2945,0
2013.07.17,1291.51000,1300.55000,1270.02000,1275.66000,4522,0
2013.07.18,1275.47000,1288.61000,1274.10000,1283.82000,2068,0
2013.07.19,1283.65000,1297.90000,1281.48000,1295.69000,2081,0
2013.07.22,1296.94000,1339.38000,1295.97000,1335.59000,4818,0
2013.07.23,1335.24000,1346.70000,1326.70000,1344.92000,3033,0
2013.07.24,1344.71000,1347.72000,1313.16000,1322.06000,4648,0
2013.07.25,1321.62000,1337.78000,1308.92000,1333.57000,4578,0
2013.07.26,1333.44000,1340.69000,1312.29000,1333.07000,5644,0
2013.07.29,1333.13000,1338.28000,1322.83000,1328.05000,2583,0
2013.07.30,1328.05000,1329.96000,1316.98000,1326.13000,2405,0
2013.07.31,1325.82000,1339.45000,1305.78000,1324.81000,6634,0
2013.08.01,1324.48000,1331.02000,1307.63000,1309.97000,3228,0
2013.08.02,1309.56000,1318.41000,1283.06000,1312.44000,6783,0
2013.08.05,1312.55000,1320.71000,1297.40000,1302.74000,3682,0
2013.08.06,1302.76000,1306.95000,1279.10000,1282.84000,3579,0
2013.08.07,1282.62000,1289.36000,1272.74000,1287.27000,2860,0
2013.08.08,1287.22000,1314.29000,1282.78000,1312.83000,3742,0
2013.08.09,1312.71000,1317.23000,1305.06000,1314.25000,2281,0
2013.08.12,1315.19000,1343.88000,1314.83000,1338.21000,3509,0
2013.08.13,1337.60000,1341.31000,1318.76000,1321.42000,2893,0
2013.08.14,1321.13000,1336.31000,1316.01000,1335.84000,2590,0
2013.08.15,1335.57000,1370.03000,1318.69000,1365.98000,7228,0
2013.08.16,1365.62000,1379.54000,1357.67000,1376.59000,3278,0
2013.08.19,1378.63000,1384.41000,1362.31000,1365.66000,3124,0
2013.08.20,1365.62000,1377.57000,1352.09000,1370.96000,4563,0
2013.08.21,1370.89000,1379.00000,1359.71000,1366.45000,3415,0
2013.08.22,1366.82000,1381.73000,1354.94000,1375.75000,4466,0
2013.08.23,1376.06000,1399.91000,1368.44000,1397.66000,4135,0
2013.08.26,1398.58000,1406.75000,1389.36000,1404.30000,2907,0
2013.08.27,1404.61000,1423.70000,1395.41000,1414.81000,4639,0
2013.08.28,1415.62000,1433.60000,1413.21000,1417.24000,3917,0
2013.08.29,1417.91000,1418.16000,1402.40000,1407.44000,2106,0
2013.08.30,1407.28000,1411.13000,1392.05000,1394.84000,2573,0
2013.09.02,1393.28000,1398.11000,1373.63000,1390.34000,4603,0
2013.09.03,1391.17000,1416.26000,1384.31000,1412.13000,4295,0
2013.09.04,1411.43000,1414.91000,1384.61000,1391.46000,4064,0
2013.09.05,1391.12000,1399.68000,1364.73000,1367.17000,4596,0
2013.09.06,1366.69000,1393.40000,1359.36000,1391.04000,4374,0
2013.09.09,1390.99000,1394.30000,1381.90000,1386.59000,2041,0
2013.09.10,1386.80000,1390.91000,1357.70000,1363.43000,4306,0
2013.09.11,1363.60000,1368.56000,1356.49000,1364.98000,2277,0
2013.09.12,1365.61000,1366.11000,1320.50000,1321.15000,4677,0
2013.09.13,1321.20000,1330.72000,1304.84000,1326.13000,4684,0
2013.09.16,1335.04000,1335.04000,1303.01000,1312.63000,4166,0
2013.09.17,1312.09000,1323.77000,1306.07000,1310.33000,3365,0
2013.09.18,1310.32000,1367.51000,1291.68000,1363.61000,9838,0
2013.09.19,1364.47000,1375.10000,1358.57000,1365.99000,3155,0
2013.09.20,1365.63000,1368.20000,1324.68000,1325.60000,4702,0
2013.09.23,1326.29000,1331.78000,1313.30000,1322.38000,3306,0
2013.09.24,1321.01000,1329.10000,1305.56000,1323.02000,4508,0
2013.09.25,1323.65000,1338.00000,1316.39000,1333.97000,3291,0
2013.09.26,1332.69000,1339.22000,1318.75000,1323.69000,3195,0
2013.09.27,1323.15000,1343.91000,1319.58000,1336.41000,3541,0
2013.09.30,1341.11000,1352.28000,1322.52000,1328.60000,4702,0
2013.10.01,1327.50000,1337.50000,1282.23000,1287.48000,7053,0
2013.10.02,1287.33000,1323.63000,1277.85000,1315.75000,6315,0
2013.10.03,1315.79000,1322.46000,1299.82000,1316.43000,4465,0
2013.10.04,1316.61000,1325.36000,1305.39000,1310.35000,3369,0
2013.10.07,1311.67000,1328.73000,1308.30000,1322.87000,2967,0
2013.10.08,1322.55000,1330.03000,1315.57000,1318.90000,2528,0
2013.10.09,1319.34000,1321.83000,1294.43000,1305.43000,4090,0
2013.10.10,1306.56000,1311.66000,1281.61000,1287.32000,4087,0
2013.10.11,1284.59000,1294.41000,1260.93000,1271.96000,5434,0
2013.10.14,1276.45000,1289.97000,1268.37000,1272.16000,3892,0
2013.10.15,1273.62000,1287.93000,1251.54000,1281.82000,6459,0
2013.10.16,1281.24000,1288.25000,1268.98000,1282.08000,3771,0
2013.10.17,1281.28000,1324.29000,1274.19000,1320.07000,6142,0
2013.10.18,1318.86000,1326.91000,1311.37000,1315.75000,2798,0
2013.10.21,1315.96000,1323.96000,1313.00000,1315.78000,2175,0
2013.10.22,1314.54000,1344.66000,1309.91000,1339.87000,4418,0
2013.10.23,1339.59000,1342.17000,1329.04000,1332.90000,1958,0
2013.10.24,1331.68000,1351.92000,1330.08000,1346.28000,2909,0
2013.10.25,1346.44000,1355.67000,1335.99000,1350.33000,3548,0
2013.10.28,1353.43000,1361.67000,1346.35000,1352.33000,2955,0
2013.10.29,1352.41000,1360.32000,1339.95000,1344.74000,3308,0
2013.10.30,1344.27000,1359.45000,1334.37000,1344.21000,5011,0
2013.10.31,1341.65000,1343.04000,1318.91000,1322.78000,2940,0
2013.11.01,1322.57000,1327.23000,1305.95000,1315.62000,3562,0
2013.11.04,1313.71000,1322.37000,1311.00000,1314.42000,2204,0
2013.11.05,1313.86000,1319.65000,1305.37000,1311.42000,2613,0
2013.11.06,1311.62000,1321.98000,1308.97000,1317.48000,2017,0
2013.11.07,1317.42000,1325.85000,1296.44000,1307.26000,4867,0
2013.11.08,1307.50000,1313.61000,1280.97000,1288.45000,4624,0
2013.11.11,1288.72000,1288.76000,1279.08000,1282.53000,1318,0
2013.11.12,1281.86000,1285.18000,1261.23000,1267.65000,3370,0
2013.11.13,1265.87000,1284.05000,1265.64000,1281.36000,2134,0
2013.11.14,1281.23000,1294.23000,1278.15000,1286.80000,2660,0
2013.11.15,1287.12000,1291.11000,1280.22000,1289.91000,1900,0
2013.11.18,1289.27000,1289.45000,1269.87000,1275.01000,2491,0
2013.11.19,1275.57000,1278.75000,1269.00000,1275.30000,1924,0
2013.11.20,1275.25000,1276.26000,1240.97000,1243.84000,3918,0
2013.11.21,1243.77000,1250.33000,1236.53000,1242.72000,2656,0
2013.11.22,1242.69000,1248.87000,1239.49000,1243.09000,1837,0
2013.11.25,1242.30000,1253.68000,1226.17000,1251.08000,4625,0
2013.11.26,1251.13000,1257.84000,1239.57000,1242.58000,2800,0
2013.11.27,1242.56000,1254.52000,1236.17000,1237.56000,3171,0
2013.11.28,1237.47000,1245.68000,1234.45000,1244.61000,1533,0
2013.11.29,1244.61000,1254.71000,1240.64000,1250.97000,2179,0
2013.12.02,1250.74000,1250.74000,1217.77000,1219.49000,3470,0
2013.12.03,1219.49000,1226.07000,1215.11000,1223.05000,1837,0
2013.12.04,1223.05000,1251.39000,1211.62000,1243.26000,5934,0
2013.12.05,1243.26000,1243.40000,1216.95000,1224.87000,3452,0
2013.12.06,1224.83000,1244.29000,1212.10000,1228.56000,6066,0
2013.12.09,1230.24000,1242.99000,1225.15000,1240.00000,2593,0
2013.12.10,1239.99000,1267.68000,1237.83000,1261.80000,3790,0
2013.12.11,1261.88000,1263.22000,1250.94000,1251.90000,1459,0
2013.12.12,1251.95000,1256.86000,1223.77000,1225.16000,3940,0
2013.12.13,1225.09000,1238.52000,1220.44000,1238.25000,2301,0
2013.12.16,1237.81000,1251.84000,1227.67000,1240.85000,4531,0
2013.12.17,1240.91000,1247.96000,1227.29000,1230.65000,3109,0
2013.12.18,1230.56000,1244.47000,1215.99000,1217.90000,4431,0
2013.12.19,1217.88000,1226.48000,1187.13000,1188.27000,4910,0
2013.12.20,1188.21000,1207.44000,1186.80000,1202.91000,2659,0
2013.12.23,1202.70000,1206.07000,1192.50000,1198.29000,2274,0
2013.12.24,1198.29000,1205.44000,1193.71000,1203.91000,1785,0
2013.12.26,1203.93000,1215.72000,1200.86000,1210.29000,2337,0
2013.12.27,1210.31000,1218.91000,1208.80000,1212.12000,1842,0
2013.12.30,1213.62000,1216.09000,1194.71000,1196.22000,2537,0
2013.12.31,1196.19000,1214.49000,1182.32000,1204.74000,5580,0
2014.01.02,1203.74000,1230.72000,1203.04000,1224.03000,3508,0
2014.01.03,1224.03000,1240.11000,1221.59000,1236.03000,2505,0
2014.01.06,1236.82000,1248.34000,1219.60000,1237.59000,5672,0
2014.01.07,1237.65000,1245.19000,1225.10000,1231.81000,3435,0
2014.01.08,1231.80000,1232.39000,1218.36000,1225.65000,2192,0
2014.01.09,1225.63000,1231.37000,1223.43000,1227.73000,1379,0
2014.01.10,1227.69000,1248.79000,1227.08000,1247.73000,2339,0
2014.01.13,1247.73000,1254.96000,1243.54000,1252.81000,1777,0
2014.01.14,1252.81000,1255.22000,1241.54000,1244.93000,1949,0
2014.01.15,1244.93000,1245.04000,1234.15000,1241.65000,1851,0
2014.01.16,1241.65000,1245.16000,1236.22000,1242.04000,1750,0
2014.01.17,1242.17000,1254.81000,1237.64000,1253.85000,2267,0
2014.01.20,1253.04000,1262.15000,1252.56000,1254.65000,1758,0
2014.01.21,1254.64000,1255.60000,1235.57000,1241.17000,2660,0
2014.01.22,1241.13000,1243.45000,1235.73000,1236.81000,1113,0
2014.01.23,1236.93000,1265.37000,1231.45000,1263.71000,4107,0
2014.01.24,1263.74000,1272.42000,1256.91000,1269.22000,2555,0
2014.01.27,1269.83000,1278.89000,1251.90000,1256.59000,4075,0
2014.01.28,1256.71000,1261.52000,1249.17000,1256.64000,2464,0
2014.01.29,1256.49000,1270.08000,1248.22000,1267.10000,3312,0
2014.01.30,1267.54000,1268.24000,1237.90000,1243.46000,3661,0
2014.01.31,1243.29000,1254.79000,1238.43000,1243.87000,3215,0
2014.02.03,1242.55000,1266.16000,1240.74000,1257.20000,3620,0
2014.02.04,1257.08000,1260.86000,1247.17000,1254.32000,2463,0
2014.02.05,1254.27000,1274.28000,1252.26000,1257.54000,4078,0
2014.02.06,1257.49000,1266.75000,1252.70000,1257.85000,2775,0
2014.02.07,1257.74000,1271.36000,1254.72000,1267.19000,2384,0
2014.02.10,1265.22000,1277.74000,1264.81000,1274.46000,1663,0
2014.02.11,1274.49000,1293.74000,1273.43000,1290.93000,2419,0
2014.02.12,1291.04000,1296.24000,1283.86000,1290.78000,2451,0
2014.02.13,1290.66000,1302.79000,1286.09000,1302.52000,2155,0
2014.02.14,1302.29000,1321.07000,1299.65000,1318.05000,2709,0
2014.02.17,1318.63000,1329.69000,1318.63000,1328.35000,1241,0
2014.02.18,1330.20000,1331.97000,1312.47000,1321.59000,3040,0
2014.02.19,1320.82000,1322.71000,1308.69000,1311.15000,1838,0
2014.02.20,1311.22000,1324.92000,1307.28000,1322.77000,2374,0
2014.02.21,1322.76000,1328.33000,1316.22000,1324.07000,2292,0
2014.02.24,1325.03000,1338.86000,1318.63000,1336.67000,2883,0
2014.02.25,1336.55000,1343.52000,1328.76000,1340.30000,2578,0
2014.02.26,1340.25000,1345.25000,1322.29000,1330.36000,3604,0
2014.02.27,1330.32000,1336.04000,1323.77000,1330.92000,2395,0
2014.02.28,1331.00000,1333.18000,1319.65000,1326.11000,2218,0
2014.03.03,1332.11000,1354.67000,1330.58000,1350.19000,3011,0
2014.03.04,1350.19000,1352.48000,1331.15000,1334.16000,2664,0
2014.03.05,1334.10000,1341.69000,1332.52000,1336.52000,1593,0
2014.03.06,1336.44000,1353.41000,1331.03000,1350.50000,3071,0
2014.03.07,1350.50000,1352.82000,1328.86000,1340.25000,3768,0
2014.03.10,1339.90000,1344.54000,1327.85000,1337.19000,3068,0
2014.03.11,1339.16000,1352.52000,1337.66000,1348.79000,2010,0
2014.03.12,1348.79000,1370.81000,1345.31000,1366.16000,3364,0
2014.03.13,1366.65000,1374.90000,1364.41000,1369.97000,1767,0
2014.03.14,1369.75000,1387.87000,1367.70000,1382.54000,2756,0
2014.03.17,1382.17000,1392.01000,1361.76000,1366.50000,4484,0
2014.03.18,1366.50000,1367.35000,1350.46000,1354.47000,2176,0
2014.03.19,1355.30000,1359.57000,1327.60000,1328.21000,3686,0
2014.03.20,1330.68000,1334.47000,1320.39000,1327.26000,2475,0
2014.03.21,1328.69000,1342.27000,1327.84000,1334.06000,2350,0
2014.03.24,1334.04000,1334.88000,1307.86000,1308.06000,2807,0
2014.03.25,1308.50000,1317.23000,1305.47000,1310.71000,2132,0
2014.03.26,1310.74000,1316.25000,1298.56000,1304.10000,2875,0
2014.03.27,1304.36000,1306.70000,1289.02000,1290.60000,2161,0
2014.03.28,1290.63000,1298.64000,1285.49000,1295.06000,2188,0
2014.03.31,1293.52000,1298.42000,1282.34000,1283.69000,2234,0
2014.04.01,1283.75000,1287.92000,1277.52000,1278.63000,1569,0
2014.04.02,1278.66000,1294.39000,1278.15000,1289.55000,2160,0
2014.04.03,1289.59000,1293.81000,1281.52000,1286.46000,2146,0
2014.04.04,1286.32000,1306.61000,1284.11000,1303.83000,2750,0
2014.04.07,1303.85000,1303.98000,1295.54000,1296.98000,1002,0
2014.04.08,1297.05000,1314.21000,1296.25000,1308.33000,2465,0
2014.04.09,1308.29000,1314.90000,1300.70000,1311.54000,2516,0
2014.04.10,1311.43000,1324.29000,1310.66000,1318.60000,2010,0
2014.04.11,1318.49000,1323.78000,1313.92000,1318.19000,1943,0
2014.04.14,1318.19000,1331.07000,1318.19000,1327.65000,1631,0
2014.04.15,1327.58000,1328.08000,1285.88000,1302.38000,5921,0
2014.04.16,1302.09000,1306.93000,1293.37000,1302.23000,2699,0
2014.04.17,1302.17000,1304.06000,1292.99000,1294.98000,1496,0
2014.04.18,1294.91000,1295.11000,1294.12000,1294.28000,136,0
2014.04.21,1298.05000,1301.77000,1281.76000,1289.45000,3143,0
2014.04.22,1289.47000,1292.76000,1276.54000,1283.48000,2646,0
2014.04.23,1283.42000,1288.91000,1280.76000,1283.63000,1610,0
2014.04.24,1283.49000,1298.51000,1268.33000,1293.05000,5081,0
2014.04.25,1292.97000,1304.93000,1290.31000,1302.57000,1965,0
2014.04.28,1302.65000,1306.35000,1291.92000,1296.35000,2257,0
2014.04.29,1296.13000,1301.27000,1286.04000,1295.60000,2994,0
2014.04.30,1295.62000,1298.06000,1284.77000,1291.16000,2213,0
2014.05.01,1291.29000,1292.68000,1277.19000,1284.02000,2372,0
2014.05.02,1283.99000,1304.58000,1273.59000,1299.94000,4604,0
2014.05.05,1299.95000,1315.43000,1299.42000,1309.89000,2209,0
2014.05.06,1309.95000,1313.93000,1304.13000,1307.60000,1726,0
2014.05.07,1307.62000,1314.35000,1286.44000,1289.64000,3785,0
2014.05.08,1289.65000,1295.18000,1284.84000,1289.25000,2029,0
2014.05.09,1289.18000,1294.26000,1285.30000,1288.48000,1723,0
2014.05.12,1289.47000,1303.74000,1278.21000,1295.67000,4487,0
2014.05.13,1295.59000,1298.64000,1288.98000,1293.34000,1708,0
2014.05.14,1293.31000,1308.85000,1291.46000,1305.66000,2244,0
2014.05.15,1305.68000,1307.01000,1290.80000,1295.88000,2263,0
2014.05.16,1295.85000,1298.05000,1287.61000,1293.15000,1819,0
2014.05.19,1292.75000,1305.25000,1289.23000,1292.79000,3201,0
2014.05.20,1292.72000,1296.87000,1285.76000,1293.83000,2112,0
2014.05.21,1293.83000,1296.07000,1283.48000,1291.71000,2307,0
2014.05.22,1291.51000,1303.63000,1290.01000,1293.82000,2494,0
2014.05.23,1293.73000,1295.45000,1286.58000,1292.16000,1618,0
2014.05.26,1292.73000,1294.92000,1290.77000,1292.49000,807,0
2014.05.27,1292.19000,1293.25000,1264.23000,1264.54000,3040,0
2014.05.28,1264.54000,1267.06000,1255.81000,1257.80000,1577,0
2014.05.29,1257.82000,1260.96000,1251.36000,1255.35000,1674,0
2014.05.30,1255.35000,1260.26000,1242.11000,1249.12000,3008,0
2014.06.02,1249.98000,1250.74000,1240.95000,1243.58000,1319,0
2014.06.03,1243.51000,1247.60000,1240.34000,1244.72000,1332,0
2014.06.04,1244.66000,1248.78000,1242.73000,1243.60000,1105,0
2014.06.05,1243.57000,1257.40000,1240.99000,1253.33000,2307,0
2014.06.06,1253.25000,1257.61000,1245.79000,1252.91000,2331,0
2014.06.09,1252.47000,1256.87000,1251.39000,1252.09000,1059,0
2014.06.10,1251.89000,1263.47000,1250.14000,1259.57000,1899,0
2014.06.11,1259.49000,1265.14000,1257.72000,1260.78000,1356,0
2014.06.12,1260.69000,1274.71000,1259.78000,1273.01000,1755,0
2014.06.13,1272.99000,1277.79000,1270.66000,1276.59000,1067,0
2014.06.16,1276.31000,1284.77000,1270.52000,1271.63000,2383,0
2014.06.17,1271.57000,1273.15000,1258.54000,1270.38000,2804,0
2014.06.18,1270.40000,1278.46000,1266.11000,1277.38000,1773,0
2014.06.19,1277.39000,1321.40000,1275.85000,1320.00000,4850,0
2014.06.20,1319.73000,1321.89000,1306.39000,1314.85000,2613,0
2014.06.23,1313.48000,1318.36000,1309.79000,1317.12000,1351,0
2014.06.24,1317.11000,1325.87000,1313.68000,1317.94000,2356,0
2014.06.25,1317.92000,1324.72000,1307.74000,1318.89000,3300,0
2014.06.26,1318.88000,1319.65000,1306.18000,1316.28000,2435,0
2014.06.27,1316.26000,1322.09000,1312.46000,1315.77000,1878,0
2014.06.30,1315.99000,1329.33000,1310.25000,1327.09000,2707,0
2014.07.01,1326.99000,1333.09000,1323.62000,1326.04000,1800,0
2014.07.02,1326.03000,1331.94000,1321.20000,1326.50000,2102,0
2014.07.03,1326.62000,1327.35000,1308.28000,1319.21000,3074,0
2014.07.04,1319.21000,1323.03000,1318.57000,1320.21000,793,0
2014.07.07,1320.19000,1320.65000,1311.31000,1319.59000,1809,0
2014.07.08,1319.60000,1325.00000,1313.36000,1319.42000,2311,0
2014.07.09,1319.42000,1332.28000,1317.80000,1327.39000,2100,0
2014.07.10,1327.39000,1345.04000,1323.14000,1335.45000,3575,0
2014.07.11,1335.33000,1339.12000,1334.00000,1337.89000,769,0
2014.07.14,1339.10000,1339.29000,1302.44000,1306.84000,4145,0
2014.07.15,1306.86000,1313.67000,1292.06000,1293.76000,3013,0
2014.07.16,1293.56000,1303.58000,1292.85000,1298.85000,1618,0
2014.07.17,1298.85000,1324.65000,1297.46000,1318.73000,3451,0
2014.07.18,1318.73000,1324.53000,1304.40000,1310.25000,3179,0
2014.07.21,1309.97000,1318.23000,1307.25000,1312.17000,1977,0
2014.07.22,1312.17000,1315.72000,1301.85000,1306.18000,2176,0
2014.07.23,1306.07000,1311.12000,1302.95000,1304.46000,1474,0
2014.07.24,1304.32000,1305.03000,1287.50000,1293.36000,2411,0
2014.07.25,1293.31000,1308.54000,1290.70000,1307.16000,2184,0
2014.07.28,1307.14000,1309.08000,1301.17000,1303.84000,1253,0
2014.07.29,1303.84000,1312.09000,1296.10000,1298.85000,2700,0
2014.07.30,1298.85000,1303.56000,1291.70000,1295.89000,2077,0
2014.07.31,1295.89000,1297.17000,1280.76000,1282.37000,1931,0
